Date,Branch,SKU_ID,SKU,Brand,SKU_Category,NormalPrice,EffectivePrice,MinEffectivePrice,MaxEffectivePrice,DiscountPct,Promo_Category,Qty,Revenue,Transactions,Customers,prev_effective_price,prev_promo_category,price_change,price_change_pct
2025-09-04,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5532,4300,6100,9.47,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,508,2950900,166,166,5507.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,25.0,0.45
2025-09-05,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5524,4300,6100,9.6,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,519,3024000,171,171,5532.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-8.0,-0.14
2025-09-06,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5488,4300,6100,10.2,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,583,3384700,188,188,5524.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-36.0,-0.65
2025-09-07,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5554,4300,6100,9.1,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,575,3334700,183,182,5488.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,66.0,1.2
2025-09-08,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5574,4300,6100,8.76,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,634,3674800,205,205,5554.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,20.0,0.36
2025-09-09,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5542,4300,6100,9.3,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,479,2762600,166,166,5574.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-32.0,-0.57
2025-09-10,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5517,4300,6100,9.71,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,557,3215300,189,189,5542.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-25.0,-0.45
2025-09-11,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5604,4900,6100,8.27,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,521,3044900,167,167,5517.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,87.0,1.58
2025-09-12,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5542,4300,6100,9.3,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,561,3268800,173,173,5604.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-62.0,-1.11
2025-09-13,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5569,4300,6100,8.85,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,549,3176700,175,175,5542.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,27.0,0.49
2025-09-14,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5531,4300,6100,9.48,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,488,2834600,161,161,5569.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-38.0,-0.68
2025-09-15,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5580,4300,6100,8.66,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,601,3477400,197,196,5531.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,49.0,0.89
2025-09-16,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5560,4300,6100,9.01,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,487,2801200,162,162,5580.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-20.0,-0.36
2025-09-17,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5564,4600,6100,8.93,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,552,3198900,189,189,5560.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,4.0,0.07
2025-09-18,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5554,4300,6100,9.1,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,541,3121000,179,179,5564.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-10.0,-0.18
2025-09-19,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5555,4300,6100,9.08,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,455,2623400,162,161,5554.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,1.0,0.02
2025-09-20,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5542,4300,6100,9.3,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,514,2971600,174,174,5555.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-13.0,-0.23
2025-09-21,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5553,4300,6100,9.12,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,564,3286200,180,180,5542.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,11.0,0.2
2025-09-22,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5524,4300,6100,9.59,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,533,3097700,186,186,5553.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-29.0,-0.52
2025-09-23,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5539,4300,6100,9.35,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,500,2867900,164,164,5524.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,15.0,0.27
2025-09-24,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5544,4300,6100,9.26,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,588,3413400,197,197,5539.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,5.0,0.09
2025-09-25,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5526,4300,6100,9.57,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,553,3184000,178,178,5544.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-18.0,-0.32
2025-09-26,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5551,4300,6100,9.15,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,547,3158200,184,184,5526.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,25.0,0.45
2025-09-27,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5555,4300,6100,9.08,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,518,2981600,176,176,5551.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,4.0,0.07
2025-09-28,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5578,4300,6100,8.7,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,479,2775800,168,168,5555.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,23.0,0.41
2025-09-29,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5544,4300,6100,9.26,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,500,2861900,171,171,5578.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-34.0,-0.61
2025-09-30,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5539,4300,6100,9.36,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,564,3274800,178,178,5544.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-5.0,-0.09
2025-10-01,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5500,6100,5.0,No Promo | Promo Bundling | Promo Normal,72,419400,21,21,5539.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,261.0,4.71
2025-10-02,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5602,4600,6100,8.3,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,76,439600,31,31,5800.0,No Promo | Promo Bundling | Promo Normal,-198.0,-3.41
2025-10-03,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5522,4600,6100,9.62,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,159,917100,50,50,5602.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-80.0,-1.43
2025-10-04,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5530,4300,6100,9.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,96,551400,35,35,5522.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,8.0,0.14
2025-10-05,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5544,4300,6100,9.27,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,103,590500,35,35,5530.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,14.0,0.25
2025-10-06,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5631,4900,6100,7.81,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,86,504200,35,35,5544.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,87.0,1.57
2025-10-07,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5594,4900,6100,8.44,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,125,728600,41,41,5631.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-37.0,-0.66
2025-10-08,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5557,4300,6100,9.05,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,116,671900,41,41,5594.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-37.0,-0.66
2025-10-09,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5596,4900,6100,8.39,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,109,638800,38,38,5557.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,39.0,0.7
2025-10-10,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5833,5500,6100,4.44,No Promo | Promo Bundling | Promo Normal,97,566500,34,34,5596.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,237.0,4.24
2025-10-11,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5605,4900,6100,8.25,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,95,554900,33,33,5833.0,No Promo | Promo Bundling | Promo Normal,-228.0,-3.91
2025-10-12,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5572,4600,6100,8.81,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,108,624000,35,35,5605.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-33.0,-0.59
2025-10-13,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5584,4900,6100,8.6,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,97,557800,34,34,5572.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,12.0,0.22
2025-10-14,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,4300,6100,10.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,85,491200,26,26,5584.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-84.0,-1.5
2025-10-15,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5625,4900,6100,7.92,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,136,793300,43,43,5500.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,125.0,2.27
2025-10-16,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5558,4300,6100,9.03,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,120,683700,40,40,5625.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-67.0,-1.19
2025-10-17,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5562,4600,6100,8.96,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,115,669100,41,41,5558.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,4.0,0.07
2025-10-18,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5500,6100,5.0,No Promo | Promo Bundling | Promo Normal,103,609100,31,31,5562.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,238.0,4.28
2025-10-19,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5850,5500,6100,4.17,No Promo | Promo Bundling | Promo Normal,85,493300,30,30,5800.0,No Promo | Promo Bundling | Promo Normal,50.0,0.86
2025-10-20,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5631,4900,6100,7.81,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,54,309600,20,20,5850.0,No Promo | Promo Bundling | Promo Normal,-219.0,-3.74
2025-10-21,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5475,4300,6100,10.42,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,108,634800,37,37,5631.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-156.0,-2.77
2025-10-22,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5880,5500,6100,3.67,No Promo | Promo Bundling | Promo Normal,82,479500,29,29,5475.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,405.0,7.4
2025-10-23,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5850,5500,6100,4.17,No Promo | Promo Bundling | Promo Normal,150,872100,48,48,5880.0,No Promo | Promo Bundling | Promo Normal,-30.0,-0.51
2025-10-24,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5481,4300,6100,10.31,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,81,469500,27,27,5850.0,No Promo | Promo Bundling | Promo Normal,-369.0,-6.31
2025-10-25,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5525,4600,6100,9.58,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,118,676900,40,40,5481.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,44.0,0.8
2025-10-26,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5554,4300,6100,9.11,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,119,686300,40,40,5525.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,29.0,0.52
2025-10-27,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,4600,6100,8.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,115,662200,37,37,5554.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,21.0,0.38
2025-10-28,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5538,4300,6100,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,106,616300,33,33,5575.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-37.0,-0.66
2025-10-29,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5543,4600,6100,9.28,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,113,657200,38,38,5538.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,5.0,0.09
2025-10-30,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5538,4600,6100,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,92,535700,30,30,5543.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-5.0,-0.09
2025-05-01,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5267,5000,5500,4.17,No Promo | Promo Bundling | Promo Normal,75,393000,21,21,,,,
2025-05-02,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4932,3800,5500,10.12,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,95,493400,34,34,5267.0,No Promo | Promo Bundling | Promo Normal,-335.0,-6.36
2025-05-03,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4975,4100,5500,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,90,464700,32,32,4932.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,43.0,0.87
2025-05-04,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5075,4400,5500,7.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,69,357900,21,21,4975.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,100.0,2.01
2025-05-05,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5300,5200,5500,3.33,No Promo | Promo Bundling | Promo Normal,58,307900,18,18,5075.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,225.0,4.43
2025-05-06,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4975,3800,5500,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,95,486800,32,32,5300.0,No Promo | Promo Bundling | Promo Normal,-325.0,-6.13
2025-05-07,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5267,5000,5500,4.17,No Promo | Promo Bundling | Promo Normal,87,452700,25,25,4975.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,292.0,5.87
2025-05-08,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4929,3800,5500,10.21,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,116,601300,39,39,5267.0,No Promo | Promo Bundling | Promo Normal,-338.0,-6.42
2025-05-09,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5350,5200,5500,2.5,No Promo | Promo Bundling,66,350400,22,22,4929.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,421.0,8.54
2025-05-10,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4956,4100,5500,9.85,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,89,459100,29,29,5350.0,No Promo | Promo Bundling,-394.0,-7.36
2025-05-11,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4950,3800,5500,9.79,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,70,357400,25,25,4956.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-6.0,-0.12
2025-05-12,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5256,5000,5500,4.44,No Promo | Promo Bundling | Promo Normal,68,360000,21,21,4950.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,306.0,6.18
2025-05-13,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4988,3800,5500,9.06,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,79,408500,26,26,5256.0,No Promo | Promo Bundling | Promo Normal,-268.0,-5.1
2025-05-14,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4975,4100,5500,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,57,298200,19,19,4988.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-13.0,-0.26
2025-05-15,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4962,3800,5500,9.69,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,48,238900,15,15,4975.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-13.0,-0.26
2025-05-16,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,4100,5500,9.06,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,89,457900,27,27,4962.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,38.0,0.77
2025-05-17,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5350,5200,5500,2.5,No Promo | Promo Bundling,59,315500,20,20,5000.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,350.0,7.0
2025-05-18,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,4100,5500,8.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,51,259800,19,19,5350.0,No Promo | Promo Bundling,-350.0,-6.54
2025-05-19,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4875,3800,5500,11.25,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,78,403100,21,21,5000.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-125.0,-2.5
2025-05-20,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5267,5000,5500,4.17,No Promo | Promo Bundling | Promo Normal,55,287800,20,20,4875.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,392.0,8.04
2025-05-21,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5278,5000,5500,3.89,No Promo | Promo Bundling | Promo Normal,116,609300,36,36,5267.0,No Promo | Promo Bundling | Promo Normal,11.0,0.21
2025-05-22,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5300,5200,5500,3.33,No Promo | Promo Bundling | Promo Normal,75,396300,25,25,5278.0,No Promo | Promo Bundling | Promo Normal,22.0,0.42
2025-05-24,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4962,4100,5500,9.69,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,88,454600,30,30,5300.0,No Promo | Promo Bundling | Promo Normal,-338.0,-6.38
2025-05-25,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5075,4400,5500,7.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,56,293500,19,19,4962.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,113.0,2.28
2025-05-26,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5260,5000,5500,4.33,No Promo | Promo Bundling | Promo Normal,54,283600,18,18,5075.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,185.0,3.65
2025-05-27,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5233,5000,5500,5.0,No Promo | Promo Bundling | Promo Normal,65,341700,23,23,5260.0,No Promo | Promo Bundling | Promo Normal,-27.0,-0.51
2025-05-28,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4912,3800,5500,10.31,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,58,299200,23,23,5233.0,No Promo | Promo Bundling | Promo Normal,-321.0,-6.13
2025-05-29,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,Promo Bundling,48,249600,16,16,4912.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,288.0,5.86
2025-05-30,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4975,3800,5500,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,86,443800,30,30,5200.0,Promo Bundling,-225.0,-4.33
2025-06-01,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4946,3800,5500,9.88,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,85,438400,32,32,4975.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-29.0,-0.58
2025-06-02,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4986,3800,5500,9.11,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,113,576900,36,36,4946.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,40.0,0.81
2025-06-03,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5287,5000,5500,3.67,No Promo | Promo Bundling | Promo Normal,76,401100,24,24,4986.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,301.0,6.04
2025-06-04,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4988,4100,5500,9.27,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,92,470400,32,32,5287.0,No Promo | Promo Bundling | Promo Normal,-299.0,-5.66
2025-06-05,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4983,4100,5500,9.17,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,71,371000,23,23,4988.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-5.0,-0.1
2025-06-06,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5050,4400,5500,8.12,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,96,504900,33,33,4983.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,67.0,1.34
2025-06-07,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4938,3800,5500,9.9,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,96,491900,33,33,5050.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-112.0,-2.22
2025-06-08,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5256,5000,5500,4.44,No Promo | Promo Bundling | Promo Normal,89,465100,29,29,4938.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,318.0,6.44
2025-06-09,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5065,4400,5500,7.75,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,54,280600,19,19,5256.0,No Promo | Promo Bundling | Promo Normal,-191.0,-3.63
2025-06-10,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5005,3800,5500,8.83,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,60,311300,24,24,5065.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-60.0,-1.18
2025-06-11,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4950,4100,5500,10.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,47,246400,17,17,5005.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-55.0,-1.1
2025-06-12,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5267,5000,5500,4.17,No Promo | Promo Bundling | Promo Normal,76,398500,31,31,4950.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,317.0,6.4
2025-06-13,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4988,4100,5500,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,112,574900,36,36,5267.0,No Promo | Promo Bundling | Promo Normal,-279.0,-5.3
2025-06-14,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4925,3800,5500,10.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,28,146600,12,12,4988.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-63.0,-1.26
2025-06-15,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5273,5000,5500,4.0,No Promo | Promo Bundling | Promo Normal,126,665500,39,39,4925.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,348.0,7.07
2025-06-16,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5300,5200,5500,3.33,No Promo | Promo Bundling | Promo Normal,85,449200,29,29,5273.0,No Promo | Promo Bundling | Promo Normal,27.0,0.51
2025-06-17,Semarang,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4900,3800,5500,10.62,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,93,480000,28,28,5300.0,No Promo | Promo Bundling | Promo Normal,-400.0,-7.55
