Date,Branch,Promo_Category,SKU_ID,SKU,Brand,SKU_Category,NormalPrice,EffectivePrice,MinEffectivePrice,MaxEffectivePrice,DiscountPct,Qty,Revenue,Transactions,Customers,prev_effective_price,prev_promo_category,price_change,price_change_pct
2025-10-01,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,46,266800,15,15,6100.0,No Promo,-300.0,-4.92
2025-10-01,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5620,5500,5800,8.0,18,100800,5,5,5800.0,Promo Bundling,-180.0,-3.1
2025-10-01,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4450,4300,4600,27.5,7,31000,2,2,5620.0,Promo Normal,-1170.0,-20.82
2025-10-02,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,24,146400,5,5,5650.0,Promo Normal,450.0,7.96
2025-10-02,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,15,87000,5,5,6100.0,No Promo,-300.0,-4.92
2025-10-02,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,5500,5500,10.0,4,22000,3,3,5800.0,Promo Bundling,-300.0,-5.17
2025-10-02,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,22,134200,8,8,5500.0,Promo Normal,600.0,10.91
2025-10-02,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,30,174000,14,14,6100.0,No Promo,-300.0,-4.92
2025-10-02,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5757,5500,5800,5.71,17,98300,7,7,5800.0,Promo Bundling,-43.0,-0.74
2025-10-02,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4750,4600,4900,22.5,7,33100,2,2,5757.0,Promo Normal,-1007.0,-17.49
2025-10-02,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,5,30500,2,2,4750.0,Promo Seasonal High,1350.0,28.42
2025-10-02,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,7,40600,3,3,6100.0,No Promo,-300.0,-4.92
2025-10-02,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,5500,5500,10.0,6,33000,2,2,5800.0,Promo Bundling,-300.0,-5.17
2025-10-02,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,20,122000,8,8,4450.0,Promo Seasonal High,1650.0,37.08
2025-10-02,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,55,319000,16,16,6100.0,No Promo,-300.0,-4.92
2025-10-02,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,5500,5800,8.33,9,50700,3,3,5800.0,Promo Bundling,-200.0,-3.45
2025-10-03,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,2,12200,1,1,5500.0,Promo Normal,600.0,10.91
2025-10-03,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,16,92800,5,5,6100.0,No Promo,-300.0,-4.92
2025-10-03,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,5500,5500,10.0,5,27500,3,3,5800.0,Promo Bundling,-300.0,-5.17
2025-10-03,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,24,146400,7,7,4750.0,Promo Seasonal High,1350.0,28.42
2025-10-03,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,102,591600,31,31,6100.0,No Promo,-300.0,-4.92
2025-10-03,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5590,5500,5800,8.5,28,156100,10,10,5800.0,Promo Bundling,-210.0,-3.62
2025-10-03,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,4600,4600,25.0,5,23000,2,2,5590.0,Promo Normal,-990.0,-17.71
2025-10-03,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,12,69600,3,3,5500.0,Promo Normal,300.0,5.45
2025-10-03,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,7,40600,2,2,5800.0,Promo Bundling,0.0,0.0
2025-10-03,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,19,115900,6,6,5600.0,Promo Normal,500.0,8.93
2025-10-03,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,28,162400,9,9,6100.0,No Promo,-300.0,-4.92
2025-10-03,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,5500,5800,8.33,8,45200,3,3,5800.0,Promo Bundling,-200.0,-3.45
2025-10-03,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4750,4600,4900,22.5,8,37700,2,2,5600.0,Promo Normal,-850.0,-15.18
2025-10-04,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,4,24400,2,2,5500.0,Promo Normal,600.0,10.91
2025-10-04,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,9,52200,3,3,6100.0,No Promo,-300.0,-4.92
2025-10-04,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,2,11600,1,1,5800.0,Promo Bundling,0.0,0.0
2025-10-04,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,4600,4600,25.0,2,9200,1,1,5800.0,Promo Normal,-1200.0,-20.69
2025-10-04,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,17,103700,8,8,4600.0,Promo Seasonal High,1500.0,32.61
2025-10-04,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,58,336400,20,20,6100.0,No Promo,-300.0,-4.92
2025-10-04,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5620,5500,5800,8.0,15,84300,5,5,5800.0,Promo Bundling,-180.0,-3.1
2025-10-04,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,4300,4900,25.0,6,27000,2,2,5620.0,Promo Normal,-1020.0,-18.15
2025-10-04,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,2,12200,1,1,5800.0,Promo Normal,300.0,5.17
2025-10-04,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,9,52200,2,2,6100.0,No Promo,-300.0,-4.92
2025-10-04,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,30,183000,8,8,4750.0,Promo Seasonal High,1350.0,28.42
2025-10-04,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,20,116000,7,7,6100.0,No Promo,-300.0,-4.92
2025-10-05,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,16,97600,4,4,4600.0,Promo Seasonal High,1500.0,32.61
2025-10-05,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,38,220400,11,11,6100.0,No Promo,-300.0,-4.92
2025-10-05,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5560,5500,5800,9.0,18,99900,5,5,5800.0,Promo Bundling,-240.0,-4.14
2025-10-05,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,4900,4900,20.0,3,14700,1,1,5560.0,Promo Normal,-660.0,-11.87
2025-10-05,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,18,109800,8,8,4600.0,Promo Seasonal High,1500.0,32.61
2025-10-05,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,62,359600,20,20,6100.0,No Promo,-300.0,-4.92
2025-10-05,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,5500,5800,8.75,15,83100,4,4,5800.0,Promo Bundling,-225.0,-3.88
2025-10-05,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4700,4300,4900,23.33,8,38000,3,3,5575.0,Promo Normal,-875.0,-15.7
2025-10-05,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,2,12200,1,1,5800.0,Promo Bundling,300.0,5.17
2025-10-05,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,23,133400,8,8,6100.0,No Promo,-300.0,-4.92
2025-10-05,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,16,97600,6,6,5800.0,Promo Bundling,300.0,5.17
2025-10-05,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,44,255200,15,15,6100.0,No Promo,-300.0,-4.92
2025-10-05,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,5500,5800,7.5,14,79400,6,6,5800.0,Promo Bundling,-150.0,-2.59
2025-10-05,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4300,4300,4300,30.0,4,17200,2,2,5650.0,Promo Normal,-1350.0,-23.89
2025-10-06,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,3,18300,2,2,4900.0,Promo Seasonal High,1200.0,24.49
2025-10-06,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,29,168200,11,11,6100.0,No Promo,-300.0,-4.92
2025-10-06,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,5500,5800,7.5,4,22300,2,2,5800.0,Promo Bundling,-150.0,-2.59
2025-10-06,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,30,183000,11,11,4700.0,Promo Seasonal High,1400.0,29.79
2025-10-06,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,37,214600,15,15,6100.0,No Promo,-300.0,-4.92
2025-10-06,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5725,5500,5800,6.25,16,91900,8,8,5800.0,Promo Bundling,-75.0,-1.29
2025-10-06,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,4900,4900,20.0,3,14700,1,1,5725.0,Promo Normal,-825.0,-14.41
2025-10-06,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,6,36600,2,2,5800.0,Promo Bundling,300.0,5.17
2025-10-06,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,7,40600,2,2,6100.0,No Promo,-300.0,-4.92
2025-10-06,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,4,23200,1,1,5800.0,Promo Bundling,0.0,0.0
2025-10-06,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4450,4300,4600,27.5,4,18100,2,2,5800.0,Promo Normal,-1350.0,-23.28
2025-10-06,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,7,42700,3,3,4300.0,Promo Seasonal High,1800.0,41.86
2025-10-06,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,37,214600,11,11,6100.0,No Promo,-300.0,-4.92
2025-10-06,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5560,5500,5800,9.0,18,100200,5,5,5800.0,Promo Bundling,-240.0,-4.14
2025-10-07,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,7,42700,3,3,5650.0,Promo Normal,450.0,7.96
2025-10-07,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,22,127600,6,6,6100.0,No Promo,-300.0,-4.92
2025-10-07,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,5500,5500,10.0,6,33000,2,2,5800.0,Promo Bundling,-300.0,-5.17
2025-10-07,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,40,244000,13,13,4900.0,Promo Seasonal High,1200.0,24.49
2025-10-07,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,68,394400,22,22,6100.0,No Promo,-300.0,-4.92
2025-10-07,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,5500,5800,8.75,10,55900,4,4,5800.0,Promo Bundling,-225.0,-3.88
2025-10-07,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,4900,4900,20.0,7,34300,2,2,5575.0,Promo Normal,-675.0,-12.11
2025-10-07,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,4,24400,1,1,4450.0,Promo Seasonal High,1650.0,37.08
2025-10-07,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,7,40600,2,2,6100.0,No Promo,-300.0,-4.92
2025-10-07,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,5500,5800,7.5,8,45200,2,2,5800.0,Promo Bundling,-150.0,-2.59
2025-10-07,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,4900,4900,20.0,1,4900,1,1,5650.0,Promo Normal,-750.0,-13.27
2025-10-07,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,18,109800,5,5,5560.0,Promo Normal,540.0,9.71
2025-10-07,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,50,290000,18,18,6100.0,No Promo,-300.0,-4.92
2025-10-07,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5725,5500,5800,6.25,16,91300,4,4,5800.0,Promo Bundling,-75.0,-1.29
2025-10-07,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,4300,4900,25.0,6,27900,3,3,5725.0,Promo Normal,-1125.0,-19.65
2025-10-08,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,18,109800,6,6,5500.0,Promo Normal,600.0,10.91
2025-10-08,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,27,156600,10,10,6100.0,No Promo,-300.0,-4.92
2025-10-08,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,5500,5800,7.5,4,22900,2,2,5800.0,Promo Bundling,-150.0,-2.59
2025-10-08,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4750,4600,4900,22.5,7,33400,2,2,5650.0,Promo Normal,-900.0,-15.93
2025-10-08,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,31,189100,10,10,4900.0,Promo Seasonal High,1200.0,24.49
2025-10-08,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,59,342200,21,21,6100.0,No Promo,-300.0,-4.92
2025-10-08,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5629,5500,5800,7.86,20,112400,7,7,5800.0,Promo Bundling,-171.0,-2.95
2025-10-08,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4700,4300,4900,23.33,6,28200,3,3,5629.0,Promo Normal,-929.0,-16.5
2025-10-08,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,6,36600,2,2,4900.0,Promo Seasonal High,1200.0,24.49
2025-10-08,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,8,46400,2,2,6100.0,No Promo,-300.0,-4.92
2025-10-08,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,5500,5800,7.5,6,34200,2,2,5800.0,Promo Bundling,-150.0,-2.59
2025-10-08,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,35,213500,8,8,4600.0,Promo Seasonal High,1500.0,32.61
2025-10-08,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,59,342200,17,17,6100.0,No Promo,-300.0,-4.92
2025-10-08,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5700,5500,5800,6.67,10,56800,3,3,5800.0,Promo Bundling,-100.0,-1.72
2025-10-08,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,4600,4600,25.0,2,9200,1,1,5700.0,Promo Normal,-1100.0,-19.3
2025-10-09,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,5,30500,1,1,4750.0,Promo Seasonal High,1350.0,28.42
2025-10-09,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,14,81200,4,4,6100.0,No Promo,-300.0,-4.92
2025-10-09,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,8,46400,2,2,5800.0,Promo Bundling,0.0,0.0
2025-10-09,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,35,213500,10,10,4700.0,Promo Seasonal High,1400.0,29.79
2025-10-09,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,54,313200,20,20,6100.0,No Promo,-300.0,-4.92
2025-10-09,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5586,5500,5800,8.57,19,107200,7,7,5800.0,Promo Bundling,-214.0,-3.69
2025-10-09,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,4900,4900,20.0,1,4900,1,1,5586.0,Promo Normal,-686.0,-12.28
2025-10-09,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,11,67100,3,3,5650.0,Promo Normal,450.0,7.96
2025-10-09,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,6,34800,3,3,6100.0,No Promo,-300.0,-4.92
2025-10-09,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,6,34800,3,3,5800.0,Promo Bundling,0.0,0.0
2025-10-09,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,15,91500,7,7,4600.0,Promo Seasonal High,1500.0,32.61
2025-10-09,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,16,92800,7,7,6100.0,No Promo,-300.0,-4.92
2025-10-09,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,5500,5800,8.33,17,95600,6,6,5800.0,Promo Bundling,-200.0,-3.45
2025-10-09,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,4900,4900,20.0,5,24500,1,1,5600.0,Promo Normal,-700.0,-12.5
2025-10-10,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,1,6100,1,1,5800.0,Promo Normal,300.0,5.17
2025-10-10,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,20,116000,6,6,6100.0,No Promo,-300.0,-4.92
2025-10-10,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,5500,5500,10.0,1,5500,1,1,5800.0,Promo Bundling,-300.0,-5.17
2025-10-10,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,4900,4900,20.0,4,19600,1,1,5500.0,Promo Normal,-600.0,-10.91
2025-10-10,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,18,109800,5,5,4900.0,Promo Seasonal High,1200.0,24.49
2025-10-10,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,69,400200,23,23,6100.0,No Promo,-300.0,-4.92
2025-10-10,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,5500,5800,8.33,10,56500,6,6,5800.0,Promo Bundling,-200.0,-3.45
2025-10-10,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,9,52200,5,5,5800.0,Promo Normal,0.0,0.0
2025-10-10,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,5,29000,1,1,5800.0,Promo Bundling,0.0,0.0
2025-10-10,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,25,152500,6,6,4900.0,Promo Seasonal High,1200.0,24.49
2025-10-10,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,33,191400,13,13,6100.0,No Promo,-300.0,-4.92
2025-10-10,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,4,23200,1,1,5800.0,Promo Bundling,0.0,0.0
2025-10-10,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4800,4600,4900,21.67,9,43200,3,3,5800.0,Promo Normal,-1000.0,-17.24
2025-10-11,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,5,30500,2,2,4900.0,Promo Seasonal High,1200.0,24.49
2025-10-11,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,12,69600,4,4,6100.0,No Promo,-300.0,-4.92
2025-10-11,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,4600,4600,25.0,5,23000,1,1,5800.0,Promo Bundling,-1200.0,-20.69
2025-10-11,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,28,170800,8,8,5600.0,Promo Normal,500.0,8.93
2025-10-11,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,53,307400,19,19,6100.0,No Promo,-300.0,-4.92
2025-10-11,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5620,5500,5800,8.0,11,62000,5,5,5800.0,Promo Bundling,-180.0,-3.1
2025-10-11,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,4900,4900,20.0,3,14700,1,1,5620.0,Promo Normal,-720.0,-12.81
2025-10-11,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,4,24400,1,1,5800.0,Promo Normal,300.0,5.17
2025-10-11,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,14,81200,5,5,6100.0,No Promo,-300.0,-4.92
2025-10-11,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,17,103700,6,6,4800.0,Promo Seasonal High,1300.0,27.08
2025-10-11,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,31,179800,11,11,6100.0,No Promo,-300.0,-4.92
2025-10-11,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5550,5500,5800,9.17,15,83100,6,6,5800.0,Promo Bundling,-250.0,-4.31
2025-10-12,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,7,42700,3,3,4600.0,Promo Seasonal High,1500.0,32.61
2025-10-12,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,16,92800,5,5,6100.0,No Promo,-300.0,-4.92
2025-10-12,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,5500,5500,10.0,17,93500,4,4,5800.0,Promo Bundling,-300.0,-5.17
2025-10-12,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,35,213500,10,10,4900.0,Promo Seasonal High,1200.0,24.49
2025-10-12,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5800,5800,5.0,36,208800,12,12,6100.0,No Promo,-300.0,-4.92
2025-10-12,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5636,5500,5800,7.73,29,163700,11,11,5800.0,Promo Bundling,-164.0,-2.83
2025-10-12,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4750,4600,4900,22.5,8,38000,2,2,5636.0,Promo Normal,-886.0,-15.72
2025-10-12,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,6100,6100,0.0,14,85400,4,4,5800.0,Promo Bundling,300.0,5.17
